Solar elevation from 
at altitude=25.00Km latitude=40.00 longitude=-86.00

Day	== Time ==	Solar Elevation
09-26	14:27:21	+38.176°
09-26	15:23:16	+29.573°
09-26	16:19:10	+19.827°
09-26	17:15:04	+09.449°
09-26	18:10:59	-01.212°
09-27	06:05:09	-01.229°
09-27	07:00:52	+09.389°
09-27	07:56:36	+19.711°
09-27	08:52:19	+29.390°
09-27	09:48:02	+37.917°
09-27	10:43:45	+44.533°
09-27	11:39:28	+48.248°
09-27	12:35:11	+48.248°
09-27	13:30:55	+44.533°
09-27	14:26:38	+37.917°
09-27	15:22:21	+29.390°
09-27	16:18:04	+19.711°
09-27	17:13:47	+09.389°
09-27	18:09:30	-01.229°
09-28	06:06:07	-00.836°
09-28	07:05:56	+10.534°
09-28	08:05:44	+21.506°
09-28	09:05:32	+31.621°
09-28	10:05:20	+40.185°
09-28	11:05:08	+46.159°
09-28	12:04:57	+48.347°
09-28	13:04:45	+46.159°
09-28	14:04:33	+40.185°
09-28	15:04:21	+31.621°
09-28	16:04:09	+21.506°
09-28	17:03:58	+10.534°
09-28	18:03:46	-00.836°
09-29	06:07:06	-00.855°
09-29	07:06:42	+10.466°
09-29	08:06:18	+21.375°
09-29	09:05:54	+31.415°
09-29	10:05:30	+39.897°
09-29	11:05:06	+45.800°
09-29	12:04:42	+47.958°
09-29	13:04:18	+45.800°
09-29	14:03:55	+39.897°
09-29	15:03:31	+31.415°
09-29	16:03:07	+21.375°
09-29	17:02:43	+10.466°
09-29	18:02:19	-00.855°
09-30	06:08:04	-00.874°
09-30	07:07:28	+10.397°
09-30	08:06:52	+21.243°
09-30	09:06:16	+31.208°
09-30	10:05:40	+39.609°
09-30	11:05:04	+45.441°
09-30	12:04:28	+47.569°
09-30	13:03:52	+45.441°
09-30	14:03:16	+39.609°
09-30	15:02:40	+31.208°
09-30	16:02:04	+21.243°
09-30	17:01:28	+10.397°
09-30	18:00:52	-00.874°
10-01	06:09:03	-00.894°
10-01	07:08:15	+10.328°
10-01	08:07:27	+21.109°
10-01	09:06:39	+31.000°
10-01	10:05:51	+39.319°
10-01	11:05:02	+45.081°
10-01	12:04:14	+47.180°
10-01	13:03:26	+45.081°
10-01	14:02:38	+39.319°
10-01	15:01:50	+31.000°
10-01	16:01:02	+21.109°
10-01	17:00:14	+10.328°
10-01	17:59:26	-00.894°
10-02	06:10:01	-00.913°
10-02	07:09:01	+10.257°
10-02	08:08:01	+20.975°
10-02	09:07:01	+30.790°
10-02	10:06:01	+39.029°
10-02	11:05:01	+44.722°
10-02	12:04:01	+46.792°
10-02	13:03:01	+44.722°
10-02	14:02:01	+39.029°
10-02	15:01:01	+30.790°
10-02	16:00:01	+20.975°
10-02	16:59:01	+10.257°
10-02	17:58:01	-00.913°
10-03	06:10:60	-00.934°
10-03	07:09:48	+10.185°
10-03	08:08:36	+20.839°
10-03	09:07:24	+30.579°
10-03	10:06:12	+38.738°
10-03	11:04:60	+44.363°
10-03	12:03:48	+46.404°
10-03	13:02:36	+44.363°
10-03	14:01:24	+38.738°
10-03	15:00:12	+30.579°
10-03	15:58:60	+20.839°
10-03	16:57:48	+10.185°
10-03	17:56:36	-00.934°
10-04	06:11:59	-00.954°
10-04	07:10:35	+10.113°
10-04	08:09:11	+20.702°
10-04	09:07:47	+30.366°
10-04	10:06:23	+38.446°
10-04	11:04:59	+44.004°
10-04	12:03:35	+46.017°
10-04	13:02:11	+44.004°
10-04	14:00:47	+38.446°
10-04	14:59:23	+30.366°
10-04	15:57:59	+20.702°
10-04	16:56:35	+10.113°
10-04	17:55:11	-00.954°
10-05	06:12:58	-00.975°
10-05	07:11:22	+10.039°
10-05	08:09:46	+20.563°
10-05	09:08:10	+30.153°
10-05	10:06:35	+38.154°
10-05	11:04:59	+43.645°
10-05	12:03:23	+45.631°
10-05	13:01:47	+43.645°
10-05	14:00:11	+38.154°
10-05	14:58:35	+30.153°
10-05	15:56:59	+20.563°
10-05	16:55:23	+10.039°
10-05	17:53:47	-00.975°
10-06	06:13:57	-00.996°
10-06	07:12:10	+09.965°
10-06	08:10:22	+20.424°
10-06	09:08:34	+29.939°
10-06	10:06:46	+37.862°
10-06	11:04:59	+43.286°
10-06	12:03:11	+45.246°
10-06	13:01:23	+43.286°
10-06	13:59:35	+37.862°
10-06	14:57:47	+29.939°
10-06	15:55:60	+20.424°
10-06	16:54:12	+09.965°
10-06	17:52:24	-00.996°
10-07	06:14:57	-01.018°
10-07	07:12:57	+09.890°
10-07	08:10:58	+20.284°
10-07	09:08:58	+29.724°
10-07	10:06:58	+37.569°
10-07	11:04:59	+42.929°
10-07	12:02:59	+44.861°
10-07	13:00:60	+42.929°
10-07	13:58:60	+37.569°
10-07	14:57:00	+29.724°
10-07	15:55:01	+20.284°
10-07	16:53:01	+09.890°
10-07	17:51:01	-01.018°
10-08	06:15:57	-01.040°
10-08	07:13:45	+09.814°
10-08	08:11:34	+20.142°
10-08	09:09:22	+29.508°
10-08	10:07:11	+37.276°
10-08	11:04:59	+42.571°
10-08	12:02:48	+44.478°
10-08	13:00:37	+42.571°
10-08	13:58:25	+37.276°
10-08	14:56:14	+29.508°
10-08	15:54:02	+20.142°
10-08	16:51:51	+09.814°
10-08	17:49:39	-01.040°
10-09	06:16:57	-01.062°
10-09	07:14:33	+09.738°
10-09	08:12:10	+20.000°
10-09	09:09:47	+29.291°
10-09	10:07:24	+36.982°
10-09	11:05:01	+42.215°
10-09	12:02:37	+44.096°
10-09	13:00:14	+42.215°
10-09	13:57:51	+36.982°
10-09	14:55:28	+29.291°
10-09	15:53:05	+20.000°
10-09	16:50:41	+09.738°
10-09	17:48:18	-01.062°
10-10	06:17:57	-01.085°
10-10	07:15:22	+09.660°
10-10	08:12:47	+19.857°
10-10	09:10:12	+29.074°
10-10	10:07:37	+36.689°
10-10	11:05:02	+41.859°
10-10	12:02:27	+43.715°
10-10	12:59:52	+41.859°
10-10	13:57:17	+36.689°
10-10	14:54:42	+29.074°
10-10	15:52:07	+19.857°
10-10	16:49:33	+09.660°
10-10	17:46:58	-01.085°
10-11	06:18:57	-01.108°
10-11	07:16:11	+09.582°
10-11	08:13:24	+19.713°
10-11	09:10:37	+28.856°
10-11	10:07:51	+36.396°
10-11	11:05:04	+41.504°
10-11	12:02:17	+43.336°
10-11	12:59:31	+41.504°
10-11	13:56:44	+36.396°
10-11	14:53:58	+28.856°
10-11	15:51:11	+19.713°
10-11	16:48:24	+09.582°
10-11	17:45:38	-01.108°
10-12	06:19:58	-01.131°
10-12	07:16:60	+09.504°
10-12	08:14:01	+19.569°
10-12	09:11:03	+28.638°
10-12	10:08:05	+36.103°
10-12	11:05:07	+41.151°
10-12	12:02:08	+42.958°
10-12	12:59:10	+41.151°
10-12	13:56:12	+36.103°
10-12	14:53:14	+28.638°
10-12	15:50:15	+19.569°
10-12	16:47:17	+09.504°
10-12	17:44:19	-01.131°
10-13	06:20:59	-01.154°
10-13	07:17:49	+09.425°
10-13	08:14:39	+19.424°
10-13	09:11:29	+28.420°
10-13	10:08:19	+35.810°
10-13	11:05:10	+40.798°
10-13	12:01:60	+42.581°
10-13	12:58:50	+40.798°
10-13	13:55:40	+35.810°
10-13	14:52:30	+28.420°
10-13	15:49:20	+19.424°
10-13	16:46:10	+09.425°
10-13	17:43:01	-01.154°
10-14	06:21:60	-01.178°
10-14	07:18:39	+09.345°
10-14	08:15:17	+19.278°
10-14	09:11:56	+28.201°
10-14	10:08:34	+35.518°
10-14	11:05:13	+40.447°
10-14	12:01:52	+42.207°
10-14	12:58:30	+40.447°
10-14	13:55:09	+35.518°
10-14	14:51:47	+28.201°
10-14	15:48:26	+19.278°
10-14	16:45:05	+09.345°
10-14	17:41:43	-01.178°
10-15	06:23:01	-01.201°
10-15	07:19:28	+09.265°
10-15	08:15:56	+19.132°
10-15	09:12:23	+27.982°
10-15	10:08:50	+35.226°
10-15	11:05:17	+40.097°
10-15	12:01:44	+41.834°
10-15	12:58:11	+40.097°
10-15	13:54:38	+35.226°
10-15	14:51:05	+27.982°
10-15	15:47:32	+19.132°
10-15	16:43:60	+09.265°
10-15	17:40:27	-01.201°
10-16	06:24:03	-01.225°
10-16	07:20:19	+09.185°
10-16	08:16:34	+18.986°
10-16	09:12:50	+27.763°
10-16	10:09:06	+34.935°
10-16	11:05:21	+39.749°
10-16	12:01:37	+41.463°
10-16	12:57:53	+39.749°
10-16	13:54:08	+34.935°
10-16	14:50:24	+27.763°
10-16	15:46:40	+18.986°
10-16	16:42:55	+09.185°
10-16	17:39:11	-01.225°
10-17	06:25:05	-01.250°
10-17	07:21:09	+09.104°
10-17	08:17:14	+18.839°
10-17	09:13:18	+27.544°
10-17	10:09:22	+34.645°
10-17	11:05:26	+39.402°
10-17	12:01:31	+41.094°
10-17	12:57:35	+39.402°
10-17	13:53:39	+34.645°
10-17	14:49:44	+27.544°
10-17	15:45:48	+18.839°
10-17	16:41:52	+09.104°
10-17	17:37:56	-01.250°
10-18	06:26:07	-01.274°
10-18	07:22:00	+09.023°
10-18	08:17:53	+18.692°
10-18	09:13:46	+27.325°
10-18	10:09:39	+34.355°
10-18	11:05:32	+39.057°
10-18	12:01:25	+40.727°
10-18	12:57:18	+39.057°
10-18	13:53:11	+34.355°
10-18	14:49:04	+27.325°
10-18	15:44:57	+18.692°
10-18	16:40:50	+09.023°
10-18	17:36:43	-01.274°
10-19	06:27:10	-01.299°
10-19	07:22:52	+08.941°
10-19	08:18:33	+18.544°
10-19	09:14:15	+27.107°
10-19	10:09:57	+34.067°
10-19	11:05:38	+38.714°
10-19	12:01:20	+40.362°
10-19	12:57:02	+38.714°
10-19	13:52:43	+34.067°
10-19	14:48:25	+27.107°
10-19	15:44:07	+18.544°
10-19	16:39:48	+08.941°
10-19	17:35:30	-01.299°
10-20	06:28:13	-01.324°
10-20	07:23:43	+08.859°
10-20	08:19:14	+18.397°
10-20	09:14:44	+26.889°
10-20	10:10:14	+33.780°
10-20	11:05:45	+38.372°
10-20	12:01:15	+40.000°
10-20	12:56:46	+38.372°
10-20	13:52:16	+33.780°
10-20	14:47:47	+26.889°
10-20	15:43:17	+18.397°
10-20	16:38:48	+08.859°
10-20	17:34:18	-01.324°
10-21	06:29:16	-00.918°
10-21	07:29:12	+10.004°
10-21	08:29:08	+20.106°
10-21	09:29:03	+28.854°
10-21	10:28:59	+35.502°
10-21	11:28:55	+39.163°
10-21	12:28:51	+39.163°
10-21	13:28:47	+35.502°
10-21	14:28:43	+28.854°
10-21	15:28:39	+20.106°
10-21	16:28:35	+10.004°
10-21	17:28:31	-00.918°
10-22	06:30:19	-00.945°
10-22	07:30:03	+09.914°
10-22	08:29:47	+19.945°
10-22	09:29:31	+28.617°
10-22	10:29:15	+35.195°
10-22	11:28:59	+38.812°
10-22	12:28:43	+38.812°
10-22	13:28:26	+35.195°
10-22	14:28:10	+28.617°
10-22	15:27:54	+19.945°
10-22	16:27:38	+09.914°
10-22	17:27:22	-00.945°
10-23	06:31:23	-00.972°
10-23	07:30:55	+09.823°
10-23	08:30:27	+19.783°
10-23	09:29:59	+28.380°
10-23	10:29:31	+34.890°
10-23	11:29:03	+38.463°
10-23	12:28:35	+38.463°
10-23	13:28:07	+34.890°
10-23	14:27:39	+28.380°
10-23	15:27:11	+19.783°
10-23	16:26:43	+09.823°
10-23	17:26:15	-00.972°
10-24	06:32:27	-01.000°
10-24	07:31:47	+09.733°
10-24	08:31:07	+19.622°
10-24	09:30:27	+28.144°
10-24	10:29:47	+34.586°
10-24	11:29:07	+38.117°
10-24	12:28:27	+38.117°
10-24	13:27:47	+34.586°
10-24	14:27:08	+28.144°
10-24	15:26:28	+19.622°
10-24	16:25:48	+09.733°
10-24	17:25:08	-01.000°
10-25	06:33:31	-01.027°
10-25	07:32:39	+09.643°
10-25	08:31:47	+19.461°
10-25	09:30:56	+27.909°
10-25	10:30:04	+34.285°
10-25	11:29:12	+37.774°
10-25	12:28:21	+37.774°
10-25	13:27:29	+34.285°
10-25	14:26:38	+27.909°
10-25	15:25:46	+19.461°
10-25	16:24:54	+09.643°
10-25	17:24:03	-01.027°
10-26	06:34:35	-01.055°
10-26	07:33:32	+09.553°
10-26	08:32:28	+19.300°
10-26	09:31:25	+27.676°
10-26	10:30:22	+33.985°
10-26	11:29:18	+37.434°
10-26	12:28:15	+37.434°
10-26	13:27:12	+33.985°
10-26	14:26:08	+27.676°
10-26	15:25:05	+19.300°
10-26	16:24:02	+09.553°
10-26	17:22:58	-01.055°
10-27	06:35:40	-01.082°
10-27	07:34:25	+09.462°
10-27	08:33:10	+19.140°
10-27	09:31:55	+27.443°
10-27	10:30:40	+33.688°
10-27	11:29:25	+37.096°
10-27	12:28:10	+37.096°
10-27	13:26:55	+33.688°
10-27	14:25:40	+27.443°
10-27	15:24:25	+19.140°
10-27	16:23:10	+09.462°
10-27	17:21:55	-01.082°
10-28	06:36:44	-01.110°
10-28	07:35:18	+09.372°
10-28	08:33:52	+18.981°
10-28	09:32:25	+27.212°
10-28	10:30:59	+33.393°
10-28	11:29:32	+36.762°
10-28	12:28:06	+36.762°
10-28	13:26:39	+33.393°
10-28	14:25:13	+27.212°
10-28	15:23:46	+18.981°
10-28	16:22:20	+09.372°
10-28	17:20:53	-01.110°
10-29	06:37:49	-01.138°
10-29	07:36:12	+09.283°
10-29	08:34:34	+18.822°
10-29	09:32:56	+26.983°
10-29	10:31:18	+33.101°
10-29	11:29:40	+36.431°
10-29	12:28:02	+36.431°
10-29	13:26:24	+33.101°
10-29	14:24:46	+26.983°
10-29	15:23:09	+18.822°
10-29	16:21:31	+09.283°
10-29	17:19:53	-01.138°
10-30	06:38:55	-01.165°
10-30	07:37:06	+09.193°
10-30	08:35:16	+18.664°
10-30	09:33:27	+26.755°
10-30	10:31:38	+32.811°
10-30	11:29:49	+36.103°
10-30	12:27:59	+36.103°
10-30	13:26:10	+32.811°
10-30	14:24:21	+26.755°
10-30	15:22:32	+18.664°
10-30	16:20:43	+09.193°
10-30	17:18:53	-01.165°
10-31	06:40:00	-01.193°
10-31	07:37:60	+09.104°
10-31	08:35:59	+18.507°
10-31	09:33:59	+26.529°
10-31	10:31:58	+32.524°
10-31	11:29:58	+35.778°
10-31	12:27:57	+35.778°
10-31	13:25:57	+32.524°
10-31	14:23:57	+26.529°
10-31	15:21:56	+18.507°
10-31	16:19:56	+09.104°
10-31	17:17:55	-01.193°
11-01	06:41:06	-01.221°
11-01	07:38:54	+09.015°
11-01	08:36:43	+18.351°
11-01	09:34:31	+26.304°
11-01	10:32:19	+32.240°
11-01	11:30:08	+35.458°
11-01	12:27:56	+35.458°
11-01	13:25:45	+32.240°
11-01	14:23:33	+26.304°
11-01	15:21:22	+18.351°
11-01	16:19:10	+09.015°
11-01	17:16:58	-01.221°
11-02	06:42:12	-01.248°
11-02	07:39:49	+08.926°
11-02	08:37:26	+18.196°
11-02	09:35:04	+26.082°
11-02	10:32:41	+31.958°
11-02	11:30:19	+35.140°
11-02	12:27:56	+35.140°
11-02	13:25:33	+31.958°
11-02	14:23:11	+26.082°
11-02	15:20:48	+18.196°
11-02	16:18:26	+08.926°
11-02	17:16:03	-01.248°
11-03	06:43:17	-01.276°
11-03	07:40:44	+08.838°
11-03	08:38:10	+18.042°
11-03	09:35:37	+25.861°
11-03	10:33:03	+31.680°
11-03	11:30:30	+34.827°
11-03	12:27:56	+34.827°
11-03	13:25:23	+31.680°
11-03	14:22:49	+25.861°
11-03	15:20:16	+18.042°
11-03	16:17:42	+08.838°
11-03	17:15:09	-01.276°
11-04	06:44:24	-01.303°
11-04	07:41:39	+08.751°
11-04	08:38:55	+17.889°
11-04	09:36:11	+25.643°
11-04	10:33:26	+31.405°
11-04	11:30:42	+34.517°
11-04	12:27:58	+34.517°
11-04	13:25:13	+31.405°
11-04	14:22:29	+25.643°
11-04	15:19:45	+17.889°
11-04	16:17:00	+08.751°
11-04	17:14:16	-01.303°
11-05	06:45:30	-01.330°
11-05	07:42:35	+08.664°
11-05	08:39:40	+17.738°
11-05	09:36:45	+25.427°
11-05	10:33:50	+31.133°
11-05	11:30:55	+34.212°
11-05	12:27:60	+34.212°
11-05	13:25:05	+31.133°
11-05	14:22:10	+25.427°
11-05	15:19:15	+17.738°
11-05	16:16:20	+08.664°
11-05	17:13:25	-01.330°
11-06	06:46:36	-01.357°
11-06	07:43:30	+08.578°
11-06	08:40:25	+17.588°
11-06	09:37:19	+25.213°
11-06	10:34:14	+30.865°
11-06	11:31:08	+33.911°
11-06	12:28:02	+33.911°
11-06	13:24:57	+30.865°
11-06	14:21:51	+25.213°
11-06	15:18:46	+17.588°
11-06	16:15:40	+08.578°
11-06	17:12:35	-01.357°
11-07	06:47:42	-01.384°
11-07	07:44:26	+08.492°
11-07	08:41:10	+17.439°
11-07	09:37:54	+25.002°
11-07	10:34:38	+30.600°
11-07	11:31:22	+33.613°
11-07	12:28:06	+33.613°
11-07	13:24:50	+30.600°
11-07	14:21:34	+25.002°
11-07	15:18:18	+17.439°
11-07	16:15:02	+08.492°
11-07	17:11:46	-01.384°
11-08	06:48:48	-01.411°
11-08	07:45:22	+08.407°
11-08	08:41:56	+17.292°
11-08	09:38:29	+24.793°
11-08	10:35:03	+30.338°
11-08	11:31:37	+33.320°
11-08	12:28:10	+33.320°
11-08	13:24:44	+30.338°
11-08	14:21:18	+24.793°
11-08	15:17:51	+17.292°
11-08	16:14:25	+08.407°
11-08	17:10:59	-01.411°
11-09	06:49:55	-01.437°
11-09	07:46:18	+08.323°
11-09	08:42:42	+17.147°
11-09	09:39:05	+24.587°
11-09	10:35:29	+30.081°
11-09	11:31:52	+33.032°
11-09	12:28:16	+33.032°
11-09	13:24:39	+30.081°
11-09	14:21:03	+24.587°
11-09	15:17:26	+17.147°
11-09	16:13:50	+08.323°
11-09	17:10:13	-01.437°
11-10	06:51:01	-01.464°
11-10	07:47:14	+08.240°
11-10	08:43:28	+17.004°
11-10	09:39:41	+24.384°
11-10	10:35:55	+29.827°
11-10	11:32:08	+32.748°
11-10	12:28:22	+32.748°
11-10	13:24:35	+29.827°
11-10	14:20:49	+24.384°
11-10	15:17:02	+17.004°
11-10	16:13:15	+08.240°
11-10	17:09:29	-01.464°
11-11	06:52:07	-01.490°
11-11	07:48:11	+08.158°
11-11	08:44:14	+16.862°
11-11	09:40:18	+24.184°
11-11	10:36:21	+29.577°
11-11	11:32:25	+32.469°
11-11	12:28:28	+32.469°
11-11	13:24:32	+29.577°
11-11	14:20:36	+24.184°
11-11	15:16:39	+16.862°
11-11	16:12:43	+08.158°
11-11	17:08:46	-01.490°
11-12	06:53:13	-01.515°
11-12	07:49:07	+08.077°
11-12	08:45:01	+16.722°
11-12	09:40:55	+23.987°
11-12	10:36:48	+29.331°
11-12	11:32:42	+32.195°
11-12	12:28:36	+32.195°
11-12	13:24:30	+29.331°
11-12	14:20:24	+23.987°
11-12	15:16:17	+16.722°
11-12	16:12:11	+08.077°
11-12	17:08:05	-01.515°
11-13	06:54:19	-01.541°
11-13	07:50:04	+07.997°
11-13	08:45:48	+16.584°
11-13	09:41:32	+23.793°
11-13	10:37:16	+29.090°
11-13	11:33:00	+31.925°
11-13	12:28:44	+31.925°
11-13	13:24:29	+29.090°
11-13	14:20:13	+23.793°
11-13	15:15:57	+16.584°
11-13	16:11:41	+07.997°
11-13	17:07:25	-01.541°
11-14	06:55:25	-01.566°
11-14	07:50:60	+07.918°
11-14	08:46:35	+16.449°
11-14	09:42:09	+23.602°
11-14	10:37:44	+28.853°
11-14	11:33:19	+31.661°
11-14	12:28:54	+31.661°
11-14	13:24:28	+28.853°
11-14	14:20:03	+23.602°
11-14	15:15:38	+16.449°
11-14	16:11:12	+07.918°
11-14	17:06:47	-01.566°
11-15	06:56:31	-01.591°
11-15	07:51:56	+07.840°
11-15	08:47:22	+16.315°
11-15	09:42:47	+23.414°
11-15	10:38:13	+28.620°
11-15	11:33:38	+31.401°
11-15	12:29:03	+31.401°
11-15	13:24:29	+28.620°
11-15	14:19:54	+23.414°
11-15	15:15:20	+16.315°
11-15	16:10:45	+07.840°
11-15	17:06:11	-01.591°
11-16	06:57:36	-01.615°
11-16	07:52:53	+07.763°
11-16	08:48:09	+16.184°
11-16	09:43:25	+23.230°
11-16	10:38:42	+28.392°
11-16	11:33:58	+31.147°
11-16	12:29:14	+31.147°
11-16	13:24:30	+28.392°
11-16	14:19:47	+23.230°
11-16	15:15:03	+16.184°
11-16	16:10:19	+07.763°
11-16	17:05:36	-01.615°
11-17	06:58:42	-01.639°
11-17	07:53:49	+07.688°
11-17	08:48:56	+16.055°
11-17	09:44:04	+23.050°
11-17	10:39:11	+28.168°
11-17	11:34:18	+30.899°
11-17	12:29:26	+30.899°
11-17	13:24:33	+28.168°
11-17	14:19:40	+23.050°
11-17	15:14:48	+16.055°
11-17	16:09:55	+07.688°
11-17	17:05:02	-01.639°
11-18	06:59:46	-01.225°
11-18	07:59:45	+08.813°
11-18	08:59:43	+17.644°
11-18	09:59:42	+24.716°
11-18	10:59:40	+29.368°
11-18	11:59:39	+31.002°
11-18	12:59:37	+29.368°
11-18	13:59:35	+24.716°
11-18	14:59:34	+17.644°
11-18	15:59:32	+08.813°
11-18	16:59:31	-01.225°
11-19	07:00:51	-01.250°
11-19	08:00:40	+08.733°
11-19	09:00:29	+17.509°
11-19	10:00:18	+24.528°
11-19	11:00:07	+29.142°
11-19	11:59:56	+30.762°
11-19	12:59:45	+29.142°
11-19	13:59:34	+24.528°
11-19	14:59:23	+17.509°
11-19	15:59:12	+08.733°
11-19	16:59:01	-01.250°
11-20	07:01:55	-01.275°
11-20	08:01:35	+08.655°
11-20	09:01:15	+17.376°
11-20	10:00:55	+24.345°
11-20	11:00:35	+28.921°
11-20	12:00:14	+30.526°
11-20	12:59:54	+28.921°
11-20	13:59:34	+24.345°
11-20	14:59:14	+17.376°
11-20	15:58:54	+08.655°
11-20	16:58:34	-01.275°
11-21	07:02:59	-01.300°
11-21	08:02:30	+08.579°
11-21	09:02:01	+17.246°
11-21	10:01:32	+24.166°
11-21	11:01:02	+28.705°
11-21	12:00:33	+30.297°
11-21	13:00:04	+28.705°
11-21	13:59:35	+24.166°
11-21	14:59:06	+17.246°
11-21	15:58:37	+08.579°
11-21	16:58:08	-01.300°
11-22	07:04:02	-01.324°
11-22	08:03:24	+08.504°
11-22	09:02:47	+17.120°
11-22	10:02:09	+23.992°
11-22	11:01:31	+28.495°
11-22	12:00:53	+30.074°
11-22	13:00:15	+28.495°
11-22	13:59:37	+23.992°
11-22	14:58:59	+17.120°
11-22	15:58:21	+08.504°
11-22	16:57:43	-01.324°
11-23	07:05:05	-01.347°
11-23	08:04:19	+08.431°
11-23	09:03:32	+16.996°
11-23	10:02:46	+23.822°
11-23	11:01:59	+28.291°
11-23	12:01:13	+29.856°
11-23	13:00:26	+28.291°
11-23	13:59:40	+23.822°
11-23	14:58:53	+16.996°
11-23	15:58:07	+08.431°
11-23	16:57:21	-01.347°
11-24	07:06:08	-01.370°
11-24	08:05:13	+08.360°
11-24	09:04:18	+16.876°
11-24	10:03:23	+23.656°
11-24	11:02:28	+28.092°
11-24	12:01:34	+29.645°
11-24	13:00:39	+28.092°
11-24	13:59:44	+23.656°
11-24	14:58:49	+16.876°
11-24	15:57:54	+08.360°
11-24	16:56:59	-01.370°
11-25	07:07:09	-01.392°
11-25	08:06:06	+08.291°
11-25	09:05:03	+16.759°
11-25	10:04:01	+23.496°
11-25	11:02:58	+27.899°
11-25	12:01:55	+29.440°
11-25	13:00:52	+27.899°
11-25	13:59:49	+23.496°
11-25	14:58:46	+16.759°
11-25	15:57:43	+08.291°
11-25	16:56:40	-01.392°
11-26	07:08:10	-01.414°
11-26	08:06:60	+08.224°
11-26	09:05:49	+16.646°
11-26	10:04:38	+23.340°
11-26	11:03:27	+27.713°
11-26	12:02:16	+29.242°
11-26	13:01:06	+27.713°
11-26	13:59:55	+23.340°
11-26	14:58:44	+16.646°
11-26	15:57:33	+08.224°
11-26	16:56:22	-01.414°
11-27	07:09:11	-01.435°
11-27	08:07:52	+08.158°
11-27	09:06:34	+16.536°
11-27	10:05:15	+23.189°
11-27	11:03:57	+27.532°
11-27	12:02:39	+29.050°
11-27	13:01:20	+27.532°
11-27	14:00:02	+23.189°
11-27	14:58:43	+16.536°
11-27	15:57:25	+08.158°
11-27	16:56:06	-01.435°
11-28	07:10:10	-01.455°
11-28	08:08:45	+08.095°
11-28	09:07:19	+16.429°
11-28	10:05:53	+23.043°
11-28	11:04:27	+27.357°
11-28	12:03:01	+28.864°
11-28	13:01:35	+27.357°
11-28	14:00:10	+23.043°
11-28	14:58:44	+16.429°
11-28	15:57:18	+08.095°
11-28	16:55:52	-01.455°
11-29	07:11:09	-01.475°
11-29	08:09:36	+08.034°
11-29	09:08:03	+16.327°
11-29	10:06:30	+22.902°
11-29	11:04:57	+27.188°
11-29	12:03:25	+28.685°
11-29	13:01:52	+27.188°
11-29	14:00:19	+22.902°
11-29	14:58:46	+16.327°
11-29	15:57:13	+08.034°
11-29	16:55:40	-01.475°
11-30	07:12:08	-01.494°
11-30	08:10:28	+07.975°
11-30	09:08:48	+16.227°
11-30	10:07:08	+22.767°
11-30	11:05:28	+27.026°
11-30	12:03:48	+28.513°
11-30	13:02:08	+27.026°
11-30	14:00:28	+22.767°
11-30	14:58:48	+16.227°
11-30	15:57:09	+07.975°
11-30	16:55:29	-01.494°
12-01	07:13:05	-01.513°
12-01	08:11:18	+07.918°
12-01	09:09:32	+16.132°
12-01	10:07:45	+22.636°
12-01	11:05:59	+26.870°
12-01	12:04:12	+28.348°
12-01	13:02:26	+26.870°
12-01	14:00:39	+22.636°
12-01	14:58:53	+16.132°
12-01	15:57:06	+07.918°
12-01	16:55:20	-01.513°
12-02	07:14:01	-01.530°
12-02	08:12:08	+07.864°
12-02	09:10:15	+16.040°
12-02	10:08:23	+22.511°
12-02	11:06:30	+26.721°
12-02	12:04:37	+28.189°
12-02	13:02:44	+26.721°
12-02	14:00:51	+22.511°
12-02	14:58:58	+16.040°
12-02	15:57:05	+07.864°
12-02	16:55:12	-01.530°
12-03	07:14:57	-01.547°
12-03	08:12:58	+07.811°
12-03	09:10:59	+15.953°
12-03	10:08:60	+22.391°
12-03	11:07:01	+26.578°
12-03	12:05:02	+28.038°
12-03	13:03:03	+26.578°
12-03	14:01:04	+22.391°
12-03	14:59:05	+15.953°
12-03	15:57:06	+07.811°
12-03	16:55:06	-01.547°
12-04	07:15:51	-01.564°
12-04	08:13:46	+07.761°
12-04	09:11:41	+15.869°
12-04	10:09:37	+22.277°
12-04	11:07:32	+26.441°
12-04	12:05:27	+27.893°
12-04	13:03:22	+26.441°
12-04	14:01:17	+22.277°
12-04	14:59:12	+15.869°
12-04	15:57:07	+07.761°
12-04	16:55:03	-01.564°
12-05	07:16:45	-01.579°
12-05	08:14:34	+07.714°
12-05	09:12:24	+15.789°
12-05	10:10:13	+22.168°
12-05	11:08:03	+26.312°
12-05	12:05:52	+27.756°
12-05	13:03:42	+26.312°
12-05	14:01:32	+22.168°
12-05	14:59:21	+15.789°
12-05	15:57:11	+07.714°
12-05	16:55:00	-01.579°
12-06	07:17:37	-01.594°
12-06	08:15:21	+07.669°
12-06	09:13:06	+15.713°
12-06	10:10:50	+22.065°
12-06	11:08:34	+26.189°
12-06	12:06:18	+27.626°
12-06	13:04:03	+26.189°
12-06	14:01:47	+22.065°
12-06	14:59:31	+15.713°
12-06	15:57:16	+07.669°
12-06	16:54:60	-01.594°
12-07	07:18:28	-01.608°
12-07	08:16:07	+07.626°
12-07	09:13:47	+15.642°
12-07	10:11:26	+21.968°
12-07	11:09:05	+26.073°
12-07	12:06:45	+27.503°
12-07	13:04:24	+26.073°
12-07	14:02:03	+21.968°
